date_id,datetime_id,market,rpt_key,last,diff_24h,diff_per_24h,bid,ask,low,high,volume,created_at,updated_at
2017-06-01,2017-06-01 00:01:00,bitstamp,btc_usd,2248.39,2242.44,0.2653359733,2247.77,2248.38,2154.28,2293.46,13701.69860333,2017-05-31 15:00:36,2017-05-31 15:00:36
2017-06-01,2017-06-01 00:01:00,okcoin,btc_usd,2320.42,2228.4,4.1294202118,2320.99,2321.49,2129.78,2322,4260.261516,2017-05-31 15:00:36,2017-05-31 15:00:36
2017-06-01,2017-06-01 00:01:00,bitflyer,eth_btc,0.1034,0.08813,17.3266765006,0.10315,0.1034,0.10315,0.1034,21524.4153447,2017-05-31 15:00:36,2017-05-31 15:00:36
2017-06-01,2017-06-01 00:01:00,bitflyer,fx_btc_jpy,268000,275064,-2.5681295989,267858,268000,267858,268000,71179.5208492,2017-05-31 15:00:36,2017-05-31 15:00:36
2017-06-01,2017-06-01 00:01:00,okcoin,ltc_usd,25.505,25.003,2.0077590689,25.437,25.505,23.2,25.514,171285.683,2017-05-31 15:00:36,2017-05-31 15:00:36
2017-06-01,2017-06-01 00:02:00,bitstamp,btc_eur,2014.99,2016.7,-0.0847919869,2014.9,2014.99,1950,2063.73,2330.30474875,2017-05-31 15:01:36,2017-05-31 15:01:36
2017-06-01,2017-06-01 00:02:00,bitflyer,btc_jpy,268750,269507,-0.2808832424,268295,268500,268295,268500,71668.091896,2017-05-31 15:01:36,2017-05-31 15:01:36
2017-06-01,2017-06-01 00:02:00,korbit,btc_krw,3017000,3159000,-4.495093384,3017000,3004000,3002000,3209500,6126.34296162,2017-05-31 15:01:36,2017-05-31 15:01:36
2017-06-01,2017-06-01 00:02:00,bitstamp,btc_usd,2248.35,2238.58,0.4364373844,2248.35,2248.69,2154.28,2293.46,13742.11091257,2017-05-31 15:01:36,2017-05-31 15:01:36
2017-06-01,2017-06-01 00:02:00,okcoin,btc_usd,2323.5,2229.99,4.1932923466,2323.5,2323.51,2129.78,2323.5,4263.031516,2017-05-31 15:01:36,2017-05-31 15:01:36
2017-06-01,2017-06-01 00:02:00,korbit,etc_krw,22700,23000,-1.3043478261,22700,22730,21000,25500,848605.9607358321,2017-05-31 15:01:36,2017-05-31 15:01:36
2017-06-01,2017-06-01 00:02:00,bitflyer,eth_btc,0.1034,0.088,17.5,0.10315,0.1034,0.10315,0.1034,21376.2654863,2017-05-31 15:01:36,2017-05-31 15:01:36
2017-06-01,2017-06-01 00:02:00,korbit,eth_krw,311950,275000,13.4363636364,311650,311950,274000,336000,326480.6400452439,2017-05-31 15:01:36,2017-05-31 15:01:36
2017-06-01,2017-06-01 00:02:00,bitflyer,fx_btc_jpy,269900,275064,-1.877381264,268905,269800,268905,269800,71666.091896,2017-05-31 15:01:36,2017-05-31 15:01:36
2017-06-01,2017-06-01 00:02:00,okcoin,ltc_usd,25.451,25.004,1.7877139658,25.45,25.451,23.2,25.514,171128.184,2017-05-31 15:01:36,2017-05-31 15:01:36
2017-06-01,2017-06-01 00:03:00,bitstamp,btc_eur,2014.99,2016.7,-0.0847919869,2014.9,2014.99,1950,2063.73,2331.87139298,2017-05-31 15:02:36,2017-05-31 15:02:36
2017-06-01,2017-06-01 00:03:00,bitflyer,btc_jpy,268874,270182,-0.484118113,268874,268880,268874,268880,71568.7474051,2017-05-31 15:02:36,2017-05-31 15:02:36
2017-06-01,2017-06-01 00:03:00,korbit,btc_krw,3019500,3155500,-4.3099350341,3005000,3005500,3002000,3209500,6128.59699241,2017-05-31 15:02:36,2017-05-31 15:02:36
2017-06-01,2017-06-01 00:03:00,bitstamp,btc_usd,2250,2245.99,0.1785404209,2250.1,2251.44,2154.28,2293.46,13798.45771611,2017-05-31 15:02:36,2017-05-31 15:02:36
2017-06-01,2017-06-01 00:03:00,okcoin,btc_usd,2364.4,2232.59,5.9039053297,2364.41,2369.52,2129.78,2379,4308.703516,2017-05-31 15:02:36,2017-05-31 15:02:36
2017-06-01,2017-06-01 00:03:00,korbit,etc_krw,22700,22990,-1.2614180078,22700,22730,21000,25500,847135.3729656587,2017-05-31 15:01:36,2017-05-31 15:02:36
2017-06-01,2017-06-01 00:03:00,bitflyer,eth_btc,0.1034,0.08785,17.7006260672,0.10315,0.1034,0.10315,0.1034,21367.7836751,2017-05-31 15:02:36,2017-05-31 15:02:36
2017-06-01,2017-06-01 00:03:00,korbit,eth_krw,311700,274500,13.5519125683,311700,311800,274000,336000,326347.1370892798,2017-05-31 15:02:36,2017-05-31 15:02:36
2017-06-01,2017-06-01 00:03:00,bitflyer,fx_btc_jpy,269000,280000,-3.9285714286,268990,269000,268990,269000,71568.7174051,2017-05-31 15:02:36,2017-05-31 15:02:36
2017-06-01,2017-06-01 00:03:00,okcoin,ltc_usd,25.713,25.01,2.8108756497,25.711,25.713,23.2,25.713,173334.661,2017-05-31 15:02:36,2017-05-31 15:02:36
2017-06-01,2017-06-01 00:04:00,bitstamp,btc_eur,2014.99,2026.93,-0.5890681967,2014.9,2014.99,1950,2063.73,2333.72946537,2017-05-31 15:03:37,2017-05-31 15:03:37
2017-06-01,2017-06-01 00:04:00,bitflyer,btc_jpy,268900,270390,-0.5510558822,268900,268903,268900,268903,71686.9473706,2017-05-31 15:03:37,2017-05-31 15:03:37
2017-06-01,2017-06-01 00:04:00,korbit,btc_krw,3006000,3140500,-4.2827575227,3006000,3006500,3002000,3209500,6127.51126224,2017-05-31 15:03:37,2017-05-31 15:03:37
2017-06-01,2017-06-01 00:04:00,bitstamp,btc_usd,2253.78,2246,0.3463935886,2253.78,2254.82,2154.28,2293.46,13815.11551848,2017-05-31 15:03:37,2017-05-31 15:03:37
2017-06-01,2017-06-01 00:04:00,okcoin,btc_usd,2369.56,2241.03,5.7353092105,2369.56,2369.57,2129.78,2379,4322.377516,2017-05-31 15:03:37,2017-05-31 15:03:37
2017-06-01,2017-06-01 00:04:00,korbit,etc_krw,22700,22900,-0.8733624454,22690,22700,21000,25500,846004.6240130787,2017-05-31 15:03:37,2017-05-31 15:03:37
2017-06-01,2017-06-01 00:04:00,bitflyer,eth_btc,0.10325,0.088,17.3295454545,0.10315,0.10325,0.10315,0.10325,21317.7836751,2017-05-31 15:03:37,2017-05-31 15:03:37
2017-06-01,2017-06-01 00:04:00,korbit,eth_krw,311700,280200,11.2419700214,311700,311950,274000,336000,326195.1866080404,2017-05-31 15:03:37,2017-05-31 15:03:37
2017-06-01,2017-06-01 00:04:00,bitflyer,fx_btc_jpy,269000,280000,-3.9285714286,268990,269000,268990,269000,71568.7174051,2017-05-31 15:02:36,2017-05-31 15:02:36
2017-06-01,2017-06-01 00:04:00,okcoin,ltc_usd,26.15,25.01,4.5581767293,26.013,26.22,23.2,26.22,173727.222,2017-05-31 15:03:37,2017-05-31 15:03:37
2017-06-01,2017-06-01 00:05:00,bitstamp,btc_eur,2014.99,2042.02,-1.3236892881,2014.9,2014.99,1950,2063.73,2320.73864152,2017-05-31 15:04:37,2017-05-31 15:04:37
2017-06-01,2017-06-01 00:05:00,bitflyer,btc_jpy,268900,270201,-0.4814934068,268900,268903,268900,268903,71686.9473706,2017-05-31 15:03:37,2017-05-31 15:03:37
2017-06-01,2017-06-01 00:05:00,korbit,btc_krw,3007000,3157000,-4.7513462148,3007000,3007500,3002000,3209500,6128.42869863,2017-05-31 15:04:37,2017-05-31 15:04:37
2017-06-01,2017-06-01 00:05:00,bitstamp,btc_usd,2257.39,2237.62,0.8835280343,2253.79,2257.38,2154.28,2293.46,13803.00377921,2017-05-31 15:04:37,2017-05-31 15:04:37
2017-06-01,2017-06-01 00:05:00,okcoin,btc_usd,2374.77,2245.86,5.7398947397,2371.4,2374.77,2129.78,2379,4342.265516,2017-05-31 15:04:37,2017-05-31 15:04:37
2017-06-01,2017-06-01 00:05:00,korbit,etc_krw,22690,23000,-1.347826087,22620,22690,21000,25500,844498.8600015021,2017-05-31 15:04:37,2017-05-31 15:04:37
2017-06-01,2017-06-01 00:05:00,bitflyer,eth_btc,0.1027,0.08818,16.4663188932,0.1027,0.1029,0.1027,0.1029,21370.1578559,2017-05-31 15:04:37,2017-05-31 15:04:37
2017-06-01,2017-06-01 00:05:00,korbit,eth_krw,311650,280850,10.9667082072,311650,311700,274000,336000,326022.4980751984,2017-05-31 15:04:37,2017-05-31 15:04:37
2017-06-01,2017-06-01 00:05:00,bitflyer,fx_btc_jpy,269078,277682,-3.0985083657,268900,269078,268900,269078,71677.7053718,2017-05-31 15:04:37,2017-05-31 15:04:37
2017-06-01,2017-06-01 00:05:00,okcoin,ltc_usd,26,25.01,3.9584166333,26,26.01,23.2,26.22,174861.559,2017-05-31 15:04:37,2017-05-31 15:04:37
2017-06-01,2017-06-01 00:06:00,bitstamp,btc_eur,2020,2039.99,-0.9799067642,2014.99,2020,1950,2063.73,2322.68441735,2017-05-31 15:05:36,2017-05-31 15:05:36
2017-06-01,2017-06-01 00:06:00,bitflyer,btc_jpy,268652,270201,-0.5732769309,268652,268864,268652,268864,71658.3593291,2017-05-31 15:05:36,2017-05-31 15:05:36
2017-06-01,2017-06-01 00:06:00,korbit,btc_krw,3018500,3157000,-4.3870763383,3008500,3009000,3002000,3209500,6129.42869863,2017-05-31 15:05:36,2017-05-31 15:05:36
2017-06-01,2017-06-01 00:06:00,bitstamp,btc_usd,2255.7,2255.96,-0.011525027,2255.69,2255.7,2154.28,2293.46,13764.19527322,2017-05-31 15:05:36,2017-05-31 15:05:36
2017-06-01,2017-06-01 00:06:00,okcoin,btc_usd,2370.39,2251.19,5.2949773231,2370.41,2370.42,2129.78,2379,4360.798516,2017-05-31 15:05:36,2017-05-31 15:05:36
2017-06-01,2017-06-01 00:06:00,korbit,etc_krw,22660,23010,-1.5210777923,22650,22690,21000,25500,843538.8969082121,2017-05-31 15:05:36,2017-05-31 15:05:36
2017-06-01,2017-06-01 00:06:00,bitflyer,eth_btc,0.1034,0.0875,18.1714285714,0.1034,0.1035,0.1034,0.1035,21424.6476162,2017-05-31 15:05:36,2017-05-31 15:05:36
2017-06-01,2017-06-01 00:06:00,korbit,eth_krw,311700,280900,10.964756141,311700,311700,274000,336000,325874.8660924184,2017-05-31 15:05:36,2017-05-31 15:05:36
2017-06-01,2017-06-01 00:06:00,bitflyer,fx_btc_jpy,268470,277682,-3.3174638615,268334,268450,268334,268450,71658.5673291,2017-05-31 15:05:36,2017-05-31 15:05:36
2017-06-01,2017-06-01 00:06:00,okcoin,ltc_usd,25.926,25.016,3.63767189,25.926,25.937,23.2,26.22,174896.199,2017-05-31 15:05:36,2017-05-31 15:05:36
2017-06-01,2017-06-01 00:07:00,bitstamp,btc_eur,2020,2039.99,-0.9799067642,2015.01,2020,1950,2063.73,2324.29775949,2017-05-31 15:06:36,2017-05-31 15:06:36
2017-06-01,2017-06-01 00:07:00,bitflyer,btc_jpy,268648,271400,-1.0140014738,268346,268499,268346,268499,71764.4344532,2017-05-31 15:06:36,2017-05-31 15:06:36
2017-06-01,2017-06-01 00:07:00,korbit,btc_krw,3020000,3157000,-4.3395628761,3010500,3011000,3002000,3209500,6136.22008426,2017-05-31 15:06:36,2017-05-31 15:06:36
2017-06-01,2017-06-01 00:07:00,bitstamp,btc_usd,2258,2252.99,0.2223711601,2255.69,2257.91,2154.28,2293.46,13761.85640283,2017-05-31 15:06:36,2017-05-31 15:06:36
2017-06-01,2017-06-01 00:07:00,okcoin,btc_usd,2354.98,2249.8,4.6750822295,2354.98,2354.99,2129.78,2379,4369.026516,2017-05-31 15:06:36,2017-05-31 15:06:36
2017-06-01,2017-06-01 00:07:00,korbit,etc_krw,22700,23480,-3.3219761499,22650,22700,21000,25500,838927.8216235885,2017-05-31 15:06:36,2017-05-31 15:06:36
2017-06-01,2017-06-01 00:07:00,bitflyer,eth_btc,0.1035,0.08876,16.6065795403,0.10222,0.1028,0.10222,0.1028,21491.3918439,2017-05-31 15:06:36,2017-05-31 15:06:36
2017-06-01,2017-06-01 00:07:00,korbit,eth_krw,311500,281000,10.8540925267,311600,311550,274000,336000,325875.6711890398,2017-05-31 15:06:36,2017-05-31 15:06:36
2017-06-01,2017-06-01 00:07:00,bitflyer,fx_btc_jpy,269701,277682,-2.8741510073,269710,269800,269710,269800,71761.2836532,2017-05-31 15:06:36,2017-05-31 15:06:36
2017-06-01,2017-06-01 00:07:00,okcoin,ltc_usd,25.743,25,2.972,25.746,25.821,23.2,26.22,175454.116,2017-05-31 15:06:36,2017-05-31 15:06:36
2017-06-01,2017-06-01 00:08:00,bitstamp,btc_eur,2015.01,2043,-1.3700440529,2015.01,2020,1950,2063.73,2306.29971677,2017-05-31 15:07:37,2017-05-31 15:07:37
2017-06-01,2017-06-01 00:08:00,bitflyer,btc_jpy,268652,271502,-1.0497160242,268332,268400,268332,268400,71700.404889,2017-05-31 15:07:37,2017-05-31 15:07:37
2017-06-01,2017-06-01 00:08:00,korbit,btc_krw,3011500,3157000,-4.6088058283,3011500,3012000,3002000,3209500,6135.928803,2017-05-31 15:07:36,2017-05-31 15:07:36
2017-06-01,2017-06-01 00:08:00,bitstamp,btc_usd,2255.33,2251.13,0.1865729656,2253.33,2257.8,2154.28,2293.46,13746.68226364,2017-05-31 15:07:37,2017-05-31 15:07:37
2017-06-01,2017-06-01 00:08:00,okcoin,btc_usd,2350,2248.97,4.4922786876,2349.99,2350,2129.78,2379,4379.240516,2017-05-31 15:07:37,2017-05-31 15:07:37
2017-06-01,2017-06-01 00:08:00,korbit,etc_krw,22730,23300,-2.4463519313,22700,22730,21000,25500,838335.4231002218,2017-05-31 15:07:36,2017-05-31 15:07:36
2017-06-01,2017-06-01 00:08:00,bitflyer,eth_btc,0.1022,0.08923,14.5354701334,0.10221,0.10269,0.10221,0.10269,21491.8950439,2017-05-31 15:07:37,2017-05-31 15:07:37
2017-06-01,2017-06-01 00:08:00,korbit,eth_krw,310950,283950,9.5087163233,310900,311000,274000,336000,325932.4772287079,2017-05-31 15:07:37,2017-05-31 15:07:37
2017-06-01,2017-06-01 00:08:00,bitflyer,fx_btc_jpy,269559,278500,-3.2104129264,269559,269560,269559,269560,71700.404889,2017-05-31 15:07:37,2017-05-31 15:07:37
2017-06-01,2017-06-01 00:08:00,okcoin,ltc_usd,25.701,25.15,2.1908548708,25.664,25.7,23.2,26.22,175429.609,2017-05-31 15:07:37,2017-05-31 15:07:37
2017-06-01,2017-06-01 00:09:00,bitstamp,btc_eur,2020,2041.98,-1.0764062332,2015.98,2020,1950,2063.73,2302.51779001,2017-05-31 15:08:36,2017-05-31 15:08:36
2017-06-01,2017-06-01 00:09:00,bitflyer,btc_jpy,268304,271980,-1.3515699684,268304,268619,268304,268619,71726.4069932,2017-05-31 15:08:36,2017-05-31 15:08:36
2017-06-01,2017-06-01 00:09:00,korbit,btc_krw,3012000,3159500,-4.6684601994,3012000,3012500,3002000,3209500,6139.02820233,2017-05-31 15:08:36,2017-05-31 15:08:36
2017-06-01,2017-06-01 00:09:00,bitstamp,btc_usd,2257.74,2251.13,0.2936303101,2257.74,2257.75,2154.28,2293.46,13695.33845494,2017-05-31 15:08:36,2017-05-31 15:08:36
2017-06-01,2017-06-01 00:09:00,okcoin,btc_usd,2350.32,2248,4.5516014235,2347.15,2350.32,2129.78,2379,4385.352516,2017-05-31 15:08:36,2017-05-31 15:08:36
2017-06-01,2017-06-01 00:09:00,korbit,etc_krw,22650,23300,-2.7896995708,22650,22730,21000,25500,838419.1846158957,2017-05-31 15:08:36,2017-05-31 15:08:36
2017-06-01,2017-06-01 00:09:00,bitflyer,eth_btc,0.102,0.08923,14.3113302701,0.10156,0.102,0.10156,0.102,21508.3849439,2017-05-31 15:08:36,2017-05-31 15:08:36
2017-06-01,2017-06-01 00:09:00,korbit,eth_krw,310000,284950,8.7910159677,310000,310100,274000,336000,326040.7263229162,2017-05-31 15:08:36,2017-05-31 15:08:36
2017-06-01,2017-06-01 00:09:00,bitflyer,fx_btc_jpy,268885,278500,-3.4524236984,268877,268885,268877,268885,71726.4733698,2017-05-31 15:08:36,2017-05-31 15:08:36
2017-06-01,2017-06-01 00:09:00,okcoin,ltc_usd,25.691,25.16,2.1104928458,25.702,25.726,23.2,26.22,173746.728,2017-05-31 15:08:36,2017-05-31 15:08:36
2017-06-01,2017-06-01 00:10:00,bitstamp,btc_eur,2014.99,2046,-1.5156402737,2014.9,2014.99,1950,2063.73,2308.01389614,2017-05-31 15:09:36,2017-05-31 15:09:36
2017-06-01,2017-06-01 00:10:00,bitflyer,btc_jpy,268235,272500,-1.5651376147,268210,268532,268210,268532,71719.734436,2017-05-31 15:09:36,2017-05-31 15:09:36
2017-06-01,2017-06-01 00:10:00,korbit,btc_krw,3012000,3159500,-4.6684601994,3013000,3012500,3002000,3209500,6147.58219567,2017-05-31 15:09:36,2017-05-31 15:09:36
2017-06-01,2017-06-01 00:10:00,bitstamp,btc_usd,2255.7,2255.03,0.0297113564,2254.87,2255.99,2154.28,2293.46,13638.73092345,2017-05-31 15:09:36,2017-05-31 15:09:36
2017-06-01,2017-06-01 00:10:00,okcoin,btc_usd,2346.62,2250,4.2942222222,2345,2346.55,2129.78,2379,4391.673516,2017-05-31 15:09:36,2017-05-31 15:09:36
2017-06-01,2017-06-01 00:10:00,korbit,etc_krw,22650,23010,-1.5645371578,22700,22740,21000,25500,837419.1846158957,2017-05-31 15:08:36,2017-05-31 15:09:36
2017-06-01,2017-06-01 00:10:00,bitflyer,eth_btc,0.1019,0.0901,13.0965593785,0.10153,0.1019,0.10153,0.1019,21514.0029079,2017-05-31 15:09:36,2017-05-31 15:09:36
2017-06-01,2017-06-01 00:10:00,korbit,eth_krw,309000,284000,8.8028169014,308000,309000,274000,336000,325789.6833283189,2017-05-31 15:09:36,2017-05-31 15:09:36
2017-06-01,2017-06-01 00:10:00,bitflyer,fx_btc_jpy,268460,278300,-3.5357527848,268460,268988,268460,268988,71727.4560412,2017-05-31 15:09:36,2017-05-31 15:09:36
2017-06-01,2017-06-01 00:10:00,okcoin,ltc_usd,25.776,25.336,1.736659299,25.791,25.816,23.2,26.22,173825.35,2017-05-31 15:09:36,2017-05-31 15:09:36
2017-06-01,2017-06-01 00:11:00,bitstamp,btc_eur,2014.99,2046,-1.5156402737,2011.81,2014.99,1950,2063.73,2305.32331837,2017-05-31 15:10:36,2017-05-31 15:10:36
2017-06-01,2017-06-01 00:11:00,bitflyer,btc_jpy,267975,272700,-1.7326732673,267975,268379,267975,268379,71916.8288871,2017-05-31 15:10:36,2017-05-31 15:10:36
2017-06-01,2017-06-01 00:11:00,korbit,btc_krw,3012000,3145500,-4.2441583214,3012000,3012500,3002000,3209500,6146.45022008,2017-05-31 15:10:36,2017-05-31 15:10:36
2017-06-01,2017-06-01 00:11:00,bitstamp,btc_usd,2254.82,2258.9,-0.1806188853,2253.36,2254.84,2154.28,2293.46,13644.65696749,2017-05-31 15:10:36,2017-05-31 15:10:36
2017-06-01,2017-06-01 00:11:00,okcoin,btc_usd,2341.61,2250,4.0715555556,2341.53,2341.61,2129.78,2379,4398.300516,2017-05-31 15:10:36,2017-05-31 15:10:36
2017-06-01,2017-06-01 00:11:00,korbit,etc_krw,22740,23010,-1.1734028683,22650,22740,21000,25500,837456.6144574601,2017-05-31 15:10:36,2017-05-31 15:10:36
2017-06-01,2017-06-01 00:11:00,bitflyer,eth_btc,0.10144,0.08901,13.9647230648,0.10143,0.1019,0.10143,0.1019,21430.7810919,2017-05-31 15:10:36,2017-05-31 15:10:36
2017-06-01,2017-06-01 00:11:00,korbit,eth_krw,308250,283700,8.6535072259,308000,308100,274000,336000,325751.8558076768,2017-05-31 15:10:36,2017-05-31 15:10:36
2017-06-01,2017-06-01 00:11:00,bitflyer,fx_btc_jpy,267088,279138,-4.3168611941,267399,267400,267399,267400,71916.8288871,2017-05-31 15:10:36,2017-05-31 15:10:36
2017-06-01,2017-06-01 00:11:00,okcoin,ltc_usd,25.78,25.335,1.7564633906,25.696,25.756,23.2,26.22,173920.823,2017-05-31 15:10:36,2017-05-31 15:10:36
2017-06-01,2017-06-01 00:12:00,bitstamp,btc_eur,2014.99,2048.99,-1.6593541208,2009.65,2014.99,1950,2063.73,2306.72060614,2017-05-31 15:11:36,2017-05-31 15:11:36
2017-06-01,2017-06-01 00:12:00,bitflyer,btc_jpy,267260,272247,-1.8317924532,267260,267320,267260,267320,71922.3302349,2017-05-31 15:11:36,2017-05-31 15:11:36
2017-06-01,2017-06-01 00:12:00,korbit,btc_krw,3008000,3145500,-4.3713241138,3008000,3008500,3002000,3209500,6148.1426296,2017-05-31 15:11:36,2017-05-31 15:11:36
2017-06-01,2017-06-01 00:12:00,bitstamp,btc_usd,2256.01,2263.71,-0.3401495775,2256.01,2257.17,2154.28,2293.46,13642.49440973,2017-05-31 15:11:36,2017-05-31 15:11:36
2017-06-01,2017-06-01 00:12:00,okcoin,btc_usd,2353.18,2250,4.5857777778,2351.03,2353.18,2129.78,2379,4412.603516,2017-05-31 15:11:36,2017-05-31 15:11:36
2017-06-01,2017-06-01 00:12:00,korbit,etc_krw,22740,23000,-1.1304347826,22660,22740,21000,25500,836406.5900389801,2017-05-31 15:10:36,2017-05-31 15:11:36
2017-06-01,2017-06-01 00:12:00,bitflyer,eth_btc,0.1014,0.08929,13.5625489976,0.10103,0.10149,0.10103,0.10149,21433.7414919,2017-05-31 15:11:36,2017-05-31 15:11:36
2017-06-01,2017-06-01 00:12:00,korbit,eth_krw,307500,281150,9.3722212342,307000,307850,274000,336000,325697.6984480084,2017-05-31 15:11:36,2017-05-31 15:11:36
2017-06-01,2017-06-01 00:12:00,bitflyer,fx_btc_jpy,267199,278010,-3.8887090392,266971,267199,266971,267199,71922.2974349,2017-05-31 15:11:36,2017-05-31 15:11:36
2017-06-01,2017-06-01 00:12:00,okcoin,ltc_usd,25.78,25.241,2.1354146032,25.697,25.755,23.2,26.22,173894.783,2017-05-31 15:11:36,2017-05-31 15:11:36
2017-06-01,2017-06-01 00:13:00,bitstamp,btc_eur,2014.99,2038,-1.1290480864,2009.93,2014.99,1950,2063.73,2308.1846891,2017-05-31 15:12:36,2017-05-31 15:12:36
2017-06-01,2017-06-01 00:13:00,bitflyer,btc_jpy,267693,272000,-1.5834558824,267124,267693,267124,267693,72171.9125023,2017-05-31 15:12:36,2017-05-31 15:12:36
2017-06-01,2017-06-01 00:13:00,korbit,btc_krw,3009000,3146000,-4.3547361729,3009000,3009500,3002000,3209500,6147.08196195,2017-05-31 15:12:36,2017-05-31 15:12:36
2017-06-01,2017-06-01 00:13:00,bitstamp,btc_usd,2257.12,2258.49,-0.0606599985,2253,2257,2154.28,2293.46,13635.00867093,2017-05-31 15:12:36,2017-05-31 15:12:36
2017-06-01,2017-06-01 00:13:00,okcoin,btc_usd,2347.92,2248.99,4.3988634898,2348.42,2350.08,2129.78,2379,4416.022516,2017-05-31 15:12:36,2017-05-31 15:12:36
2017-06-01,2017-06-01 00:13:00,korbit,etc_krw,22740,23240,-2.1514629948,22650,22740,21000,25500,836274.5884038653,2017-05-31 15:10:36,2017-05-31 15:12:36
2017-06-01,2017-06-01 00:13:00,bitflyer,eth_btc,0.1015,0.08905,13.9809096013,0.10103,0.10147,0.10103,0.10147,21430.2404919,2017-05-31 15:12:36,2017-05-31 15:12:36
2017-06-01,2017-06-01 00:13:00,korbit,eth_krw,309300,281000,10.0711743772,309300,310300,274000,336000,325698.5113877322,2017-05-31 15:12:36,2017-05-31 15:12:36
2017-06-01,2017-06-01 00:13:00,bitflyer,fx_btc_jpy,268066,278143,-3.6229565367,268066,268080,268066,268080,72171.9125023,2017-05-31 15:12:36,2017-05-31 15:12:36
2017-06-01,2017-06-01 00:13:00,okcoin,ltc_usd,25.936,25.241,2.7534566776,25.869,25.937,23.2,26.22,173940.371,2017-05-31 15:12:36,2017-05-31 15:12:36
2017-06-01,2017-06-01 00:14:00,bitstamp,btc_eur,2014.99,2044.97,-1.4660361766,2011.22,2014.99,1950,2063.73,2307.786421,2017-05-31 15:13:37,2017-05-31 15:13:37
2017-06-01,2017-06-01 00:14:00,bitflyer,btc_jpy,266310,270058,-1.3878500174,266502,266999,266502,266999,72145.959681,2017-05-31 15:13:37,2017-05-31 15:13:37
2017-06-01,2017-06-01 00:14:00,korbit,btc_krw,3011500,3153500,-4.5029332488,3011500,3012000,3002000,3209500,6149.55950059,2017-05-31 15:13:37,2017-05-31 15:13:37
2017-06-01,2017-06-01 00:14:00,bitstamp,btc_usd,2256.86,2259.79,-0.1296580656,2253.07,2256.76,2154.28,2293.46,13655.34223094,2017-05-31 15:13:37,2017-05-31 15:13:37
2017-06-01,2017-06-01 00:14:00,okcoin,btc_usd,2356.69,2245.61,4.9465401383,2351.16,2356.64,2129.78,2379,4422.572516,2017-05-31 15:13:37,2017-05-31 15:13:37
2017-06-01,2017-06-01 00:14:00,korbit,etc_krw,22740,23240,-2.1514629948,22650,22740,21000,25500,836250.0652174653,2017-05-31 15:13:37,2017-05-31 15:13:37
2017-06-01,2017-06-01 00:14:00,bitflyer,eth_btc,0.1015,0.08905,13.9809096013,0.10103,0.10147,0.10103,0.10147,21430.2404919,2017-05-31 15:12:36,2017-05-31 15:12:36
2017-06-01,2017-06-01 00:14:00,korbit,eth_krw,307000,280700,9.369433559,307500,309150,274000,336000,325416.2263762222,2017-05-31 15:13:37,2017-05-31 15:13:37
2017-06-01,2017-06-01 00:14:00,bitflyer,fx_btc_jpy,268066,277051,-3.2430852081,268066,268080,268066,268080,72171.9125023,2017-05-31 15:12:36,2017-05-31 15:12:36
2017-06-01,2017-06-01 00:14:00,okcoin,ltc_usd,26.12,25.241,3.4824293808,26.12,26.136,23.2,26.22,174595.617,2017-05-31 15:13:37,2017-05-31 15:13:37
2017-06-01,2017-06-01 00:15:00,bitstamp,btc_eur,2019.99,2036.01,-0.7868330706,2017.93,2019.99,1950,2063.73,2310.45727573,2017-05-31 15:14:36,2017-05-31 15:14:36
2017-06-01,2017-06-01 00:15:00,bitflyer,btc_jpy,266361,270139,-1.3985392705,265645,266356,265645,266356,72116.8532442,2017-05-31 15:14:36,2017-05-31 15:14:36
2017-06-01,2017-06-01 00:15:00,korbit,btc_krw,3012500,3153000,-4.4560735807,3012500,3013000,3002000,3209500,6150.82520367,2017-05-31 15:14:36,2017-05-31 15:14:36
2017-06-01,2017-06-01 00:15:00,bitstamp,btc_usd,2256.72,2256.61,0.0048745685,2253.07,2256.62,2154.28,2293.46,13648.41519638,2017-05-31 15:14:36,2017-05-31 15:14:36
2017-06-01,2017-06-01 00:15:00,okcoin,btc_usd,2355.98,2250,4.7102222222,2352.86,2355.87,2129.78,2379,4414.936516,2017-05-31 15:14:36,2017-05-31 15:14:36
2017-06-01,2017-06-01 00:15:00,korbit,etc_krw,22740,23220,-2.0671834625,22650,22740,21000,25500,834530.4685660117,2017-05-31 15:14:36,2017-05-31 15:14:36
2017-06-01,2017-06-01 00:15:00,bitflyer,eth_btc,0.10122,0.08906,13.6537165956,0.10113,0.10122,0.10113,0.10122,21441.4304919,2017-05-31 15:14:36,2017-05-31 15:14:36
2017-06-01,2017-06-01 00:15:00,korbit,eth_krw,307600,278500,10.4488330341,307600,309800,274000,336000,325317.7221049508,2017-05-31 15:14:36,2017-05-31 15:14:36
2017-06-01,2017-06-01 00:15:00,bitflyer,fx_btc_jpy,268469,276000,-2.7286231884,267901,268469,267901,268469,72115.8993464,2017-05-31 15:14:36,2017-05-31 15:14:36
2017-06-01,2017-06-01 00:15:00,okcoin,ltc_usd,25.97,25.241,2.8881581554,25.97,26.031,23.2,26.22,174541.993,2017-05-31 15:14:36,2017-05-31 15:14:36
2017-06-01,2017-06-01 00:16:00,bitstamp,btc_eur,2024.23,2036.01,-0.5785826199,2024.65,2035.99,1950,2063.73,2327.99258338,2017-05-31 15:15:37,2017-05-31 15:15:37
